id,state,postal_code,product,user_id,square_ft,high_risk_dog,has_fire_alarm,has_burglar_alarm,portable_electronics,coast,fire_housing_proximity,previous_policies,user_age,card_type,target
7277356726296764926,GA,30318,ho4,-8911611789376016796,,0,true,false,1,30,1,0,22.0,debit,false
394690959710065185,GA,31210,ho3,-8856880092006994256,2452,0,false,true,1,30,3,0,49.0,credit,false
-8321901023534274201,GA,30117,ho4,-9117548042010179741,,0,true,false,0,30,1,0,21.0,debit,false
2818239144632264579,GA,30135,ho4,-8897345049176357622,,0,true,true,1,30,3,0,44.0,debit,false
8563203354838327549,GA,30080,ho4,-9219021873556071327,,0,true,true,1,30,1,0,47.0,debit,false
899495242195686178,GA,30309,ho4,-8911831829857690604,,0,true,false,1,30,1,0,24.0,debit,false
-3523571496940845530,GA,30349,ho4,-8957944466126350910,,0,true,false,1,30,1,0,49.0,credit,false
3832084525964312830,GA,30331,ho4,-9139285306814804338,,0,true,false,1,30,3,0,29.0,debit,false
-3423165815700436382,GA,30507,ho4,-8977248553578094555,,0,false,false,1,30,3,0,42.0,debit,false
-777038224540711804,GA,30274,ho4,-9151763192463455773,,0,false,false,0,30,1,0,68.0,debit,false
6999140841371538229,GA,30324,ho4,-9195741245649392677,,0,true,false,1,30,1,0,22.0,debit,false
-3150684366246005174,GA,30319,ho4,-9211763806308200324,,0,false,false,0,30,2,0,32.0,debit,false
2160527602688343937,GA,30319,ho4,-8859975293230888907,,0,true,false,1,30,2,0,23.0,credit,false
-6494966516724401193,GA,30324,ho4,-9161677085053383154,,0,true,false,1,30,1,0,22.0,credit,false
-1193829729985344261,GA,30318,ho4,-8933035458894036001,,0,false,false,0,30,1,0,39.0,credit,false
-6980291020451622804,GA,30326,ho4,-8825347520080128569,,0,true,true,1,30,1,0,29.0,debit,false
541223811707126279,GA,30309,ho4,-9063040862461028062,,0,true,true,1,30,1,0,33.0,credit,false
-3348329025777478471,GA,30058,ho3,-9115542337834708014,3055,0,true,true,1,30,2,0,39.0,credit,false
916615640603417642,GA,30318,ho4,-9089800945870068605,,0,false,false,1,30,1,0,27.0,debit,false
8962876649586198998,GA,30260,ho4,-9063144281119465349,,0,false,false,0,30,1,0,23.0,debit,false
-7824219264080464414,GA,30021,ho4,-9152013072379301809,,0,true,false,1,30,2,0,32.0,debit,false
-5606246152478607906,GA,30339,ho4,-8833253436558279275,,0,true,true,1,30,2,0,27.0,credit,false
-2895449764874562725,GA,30058,ho4,-9101163138869217436,,0,true,true,1,30,2,1,30.0,debit,false
6119882572351063223,GA,30274,ho4,-8950595348776823400,,0,false,false,0,30,1,0,33.0,debit,false
-4837175353147339290,GA,30305,ho4,-9184416456915233821,,0,true,false,1,30,1,0,38.0,debit,false
493368099988791282,GA,30122,ho4,-9202007778120423837,,0,true,true,0,30,4,0,29.0,debit,false
-5067650741612155010,GA,30096,ho4,-8995055703010634520,,0,true,true,0,30,2,0,28.0,debit,false
4871481394061735361,GA,30339,ho4,-9077222956011193011,,0,true,false,0,30,1,0,47.0,credit,false
-6645461731053096802,GA,30309,ho4,-9140725714134857395,,0,true,false,0,30,1,0,33.0,credit,false
-4988203131738376100,GA,30318,ho4,-8908185392847429728,,0,false,false,0,30,1,1,34.0,debit,false
7620501512586860168,GA,30340,ho4,-9137468993827082671,,0,false,false,0,30,2,0,29.0,debit,true
5922914772444736815,GA,30088,ho4,-9208528052487515457,,0,false,false,1,30,2,0,32.0,debit,false
5989101200464299405,GA,30305,ho4,-9026347946958459544,,0,false,false,0,30,1,0,22.0,debit,false
-5646251494674626726,GA,30338,ho4,-9197608489773022176,,0,true,true,0,30,2,0,28.0,debit,false
5645652711647523247,GA,30092,ho4,-9155975514038734783,,0,true,false,1,30,2,0,24.0,credit,false
1565774527620500197,GA,30458,ho4,-8951205919218146389,,0,true,false,1,30,3,0,20.0,debit,false
-3734865317807406642,GA,30062,ho4,-8906804573075691164,,0,true,true,1,30,1,0,40.0,debit,false
-9096435295464905745,GA,30045,ho4,-8821550869973071026,,0,true,true,0,30,2,0,34.0,credit,false
-6862991880411266125,GA,30281,ho4,-9056099906124523276,,0,true,false,1,30,1,0,35.0,debit,false
-3972920075554618810,GA,31315,ho4,-8865953695060533306,,0,true,false,0,25,7X,0,21.0,debit,false
-7433166415573880860,GA,30331,ho4,-9158679365494302172,,0,false,false,1,30,3,0,22.0,debit,false
-14144858646822422,GA,31605,ho4,-8881971714349208960,,0,false,false,0,30,4,0,26.0,debit,true
6034250640393867119,GA,30324,ho4,-9087394720263750378,,0,true,true,0,30,1,0,25.0,credit,false
5290672185518181212,GA,31525,ho4,-8961625142883064397,,0,false,false,1,10,3,0,27.0,debit,false
4127237898142727593,GA,30345,ho4,-9178492497018959412,,0,true,false,1,30,2,0,30.0,debit,false
-8887440208350925632,GA,30094,ho4,-8982736008609532777,,0,true,false,1,30,4,0,42.0,credit,false
1018178081203327624,GA,30341,ho4,-8930730861532836803,,0,false,true,1,30,2,0,31.0,debit,false
-273114005015996482,GA,30314,ho4,-8870100433339205462,,0,true,false,1,30,1,0,25.0,debit,false
-5821549885173302354,GA,30328,ho4,-9005681069412471425,,0,true,false,0,30,2,0,22.0,debit,false
-3431687308791480537,GA,30228,ho4,-8898494745015332835,,0,true,true,1,30,1,0,45.0,debit,false
7868762785497573692,GA,30324,ho4,-9074947911335756377,,0,true,false,1,30,1,0,25.0,credit,false
4119083770628491028,GA,31315,ho4,-8797046677328502113,,0,true,false,1,25,7X,2,22.0,debit,false
3786679896637331276,GA,30341,ho4,-9195599988975697642,,0,true,false,1,30,2,0,49.0,debit,false
5281917972454147888,GA,30360,ho4,-8887925642439450302,,0,true,false,1,30,2,0,62.0,debit,false
-22598677501066129,GA,30067,ho4,-9075453314859705618,,0,false,false,1,30,1,0,40.0,debit,false
-7534524901541656283,GA,30144,ho4,-8800077774197257179,,0,false,false,0,30,1,1,33.0,debit,false
-1020181782330090190,GA,30540,ho3,-9099218990204644771,2800,0,true,true,0,30,6,0,69.0,debit,false
-647951004843769604,GA,30035,ho4,-8962617156421462534,,0,false,false,0,30,2,0,24.0,debit,true
5294918273485991238,GA,30024,ho4,-8957981498711582158,,0,true,true,1,30,2,0,21.0,debit,false
7650298433334952871,GA,30281,ho4,-8925650125093539532,,0,true,true,0,30,4,0,61.0,debit,false
8629525060665581870,GA,30363,ho4,-8959486631694103444,,0,false,false,0,30,1,0,31.0,debit,false
1186572627963934389,GA,30087,ho4,-8853826288227050651,,0,true,true,1,30,2,0,34.0,debit,true
-4872161868216274028,GA,30047,ho4,-8836120446000690699,,0,false,false,0,30,2,0,48.0,debit,false
7137430452457187220,GA,30277,ho4,-9068214418405054110,,0,true,false,1,30,4,0,25.0,debit,false
-6552169403835421525,GA,30252,ho4,-9032187725923975307,,0,true,true,1,30,2,0,57.0,credit,false
5439362895768709694,GA,30318,ho4,-8968218546921848525,,0,false,false,0,30,1,0,29.0,credit,false
-3588926026439530028,GA,30326,ho4,-8916115241214135611,,0,false,false,0,30,1,0,25.0,credit,false
7960912295322268217,GA,30458,ho4,-9052795795118769882,,0,true,false,0,30,3,0,20.0,debit,false
-3624256980725748215,GA,30213,ho4,-8952549664093270454,,0,true,false,1,30,1,0,63.0,debit,false
679723201974310360,GA,30346,ho4,-8857797904101815316,,0,false,false,1,30,2,0,22.0,debit,false
-1034304924747975978,GA,31404,ho4,-8945414674633253700,,0,true,false,0,3,1,0,23.0,debit,false
-7179952302650488236,GA,30346,ho4,-8828690098595600088,,0,true,true,0,30,2,0,27.0,debit,false
-4379406409733150441,GA,30236,ho4,-9003421403964091797,,0,true,false,1,30,1,0,36.0,debit,false
-203206764956252947,GA,30157,ho4,-9012037758554175386,,0,true,true,0,30,3,0,25.0,debit,false
6093243226799052961,GA,30180,ho4,-8873750162288542838,,0,true,true,1,30,3,0,36.0,debit,false
-2233381974491540655,GA,30035,ho4,-8808248965280788433,,0,true,true,0,30,2,0,24.0,debit,false
4829116842983335094,GA,30346,ho4,-9154667579559546946,,0,true,true,0,30,2,0,26.0,debit,false
8363916675702301153,GA,30308,ho4,-9179781346074496214,,0,true,false,0,30,1,1,30.0,debit,false
-7597118503921079649,GA,30318,ho4,-8994480177422877881,,0,true,true,0,30,1,0,21.0,credit,false
-7901534348007625968,GA,30306,ho4,-8963372660440370260,,0,false,false,1,30,1,0,45.0,credit,false
1778453781206694044,GA,30317,ho4,-9091934886208697765,,0,true,false,0,30,1,0,27.0,debit,false
2174716209893117944,GA,30501,ho4,-8991354287712554321,,0,false,false,0,30,1,0,32.0,debit,false
6865266779664877153,GA,30080,ho4,-9194040269489938696,,0,true,true,1,30,2,0,26.0,debit,false
8590003014754113806,GA,30064,ho4,-9035434133150450326,,0,true,false,1,30,1,0,46.0,debit,false
5168261172825046310,IL,60654,ho4,-8888566982866375156,,0,true,false,0,10,1,0,30.0,credit,false
5002661970149210987,IL,60611,ho4,-9093878665059238544,,0,true,false,1,10,1,0,23.0,credit,false
7713992996302432252,IL,60601,ho4,-8846723382124760579,,0,true,false,0,10,1,0,29.0,credit,false
-531228325011124721,IL,60622,ho4,-8845915999906636506,,0,true,false,1,10,1,1,32.0,debit,false
6914207408321300380,IL,60654,ho4,-8887003111416463740,,0,true,false,1,10,1,0,25.0,credit,false
-3157232959999979426,IL,60654,ho4,-9028646403878405186,,0,true,true,1,10,1,0,25.0,credit,false
-6061269627636867711,IL,60606,ho4,-9125203987400169875,,0,true,false,0,10,1,1,46.0,credit,false
-346972066458451699,IL,60647,ho4,-9217713354733046250,,0,true,false,0,15,1,0,31.0,debit,false
-2424796845530654272,IL,60031,ho4,-9195755264963284881,,0,true,false,0,30,3,0,32.0,credit,false
-6656486882716025621,IL,60060,ho4,-9034042994462268963,,0,true,false,0,30,3,0,30.0,credit,false
4593517155451361014,IL,60625,ho4,-9112188452889802476,,0,false,false,1,15,1,0,25.0,debit,false
5230213472311653334,IL,60195,ho4,-9028635020678637557,,0,true,false,0,30,2,0,33.0,credit,false
9018155463148447185,IL,60194,ho4,-9040704756055610961,,0,true,false,1,30,2,0,44.0,debit,false
4246647639395131293,IL,60016,ho4,-9178516695314788633,,0,true,true,1,25,4,0,32.0,credit,false
-221792908032284445,IL,60613,ho4,-8864142809147920376,,0,true,false,1,15,1,0,28.0,debit,false
8823982116003939968,IL,60614,ho4,-9201797975234618208,,0,true,false,1,10,1,0,26.0,debit,false
3328718468755649888,IL,60656,ho4,-8871687341944777383,,0,true,true,1,20,1,0,28.0,debit,false
-7059945776893631408,IL,60616,ho4,-9011585961643792996,,0,true,false,1,10,1,0,22.0,credit,false
-2584133057123976379,IL,60532,ho4,-8830245487729856133,,0,true,false,1,30,1,1,27.0,debit,false
-6636319116435484990,IL,60564,ho4,-8919075485493222097,,0,false,false,1,30,2,0,43.0,credit,false
348684663855892949,IL,60532,ho4,-9212599661122544217,,0,true,false,1,30,1,0,52.0,credit,false
-978828989680613531,IL,60607,ho4,-9156480624708386813,,0,true,false,0,10,1,1,25.0,credit,false
-727772406781910862,IL,60622,ho4,-8808922269998505111,,0,true,false,1,10,1,0,31.0,credit,false
8769140065274171979,IL,60657,ho4,-8894881790538809098,,0,true,false,1,15,1,0,25.0,credit,false
914483108354582768,IL,60647,ho4,-8938179797588861671,,0,false,false,1,15,1,0,24.0,credit,false
2499485268013417918,IL,60640,ho4,-8931753344567172412,,0,true,false,1,15,1,0,62.0,debit,true
3598501339274908692,IL,60640,ho4,-8881793735458529273,,0,true,false,0,15,1,0,29.0,debit,false
734333837043699554,IL,60640,ho4,-8868494932130900478,,0,true,false,1,15,1,0,28.0,credit,false
5252197102921629217,IL,60411,ho4,-8884124461795609860,,0,false,false,1,20,4,0,24.0,prepaid,false
9166050396325595091,IL,60601,ho4,-9095736069008966814,,0,false,false,1,10,1,1,25.0,debit,true
3047766469833852264,IL,60608,ho4,-8982664077634728833,,0,true,false,1,10,1,0,24.0,credit,false
-3676201704684387921,IL,60661,ho4,-9047698782543852870,,0,true,false,0,10,1,1,27.0,credit,false
7086041999596192945,IL,60656,ho4,-8938150649721450788,,0,false,false,0,20,1,0,21.0,credit,false
-6351160061442407091,IL,61821,ho4,-9193943798205346935,,0,true,false,1,30,1,0,36.0,credit,false
6141797454538253435,IL,60660,ho4,-9025742828673709807,,0,true,false,1,15,1,1,58.0,debit,false
-7846782376914151180,IL,60458,ho4,-9201627315627825096,,0,true,false,0,15,3,0,34.0,prepaid,false
-9124951596052407532,IL,60610,ho4,-9150069940184632806,,0,true,false,1,10,1,0,32.0,credit,false
2138856656045988093,IL,60615,ho4,-9031363307332823386,,0,true,false,1,2,1,0,41.0,debit,false
3843567102721046459,IL,61108,ho4,-8815954049553835801,,0,true,false,1,30,2,0,30.0,debit,false
1164094261457703655,IL,60004,ho4,-8957899818328255203,,0,true,false,1,30,1,0,33.0,debit,false
3718355804334110687,IL,60115,ho4,-9153771212648399785,,0,true,false,1,30,4,0,21.0,debit,false
-3619737052603942566,IL,60625,ho4,-8805823791686722549,,0,false,false,1,15,1,0,34.0,debit,false
3949249565800630941,IL,62269,ho4,-8942213075751076780,,0,true,false,1,30,4,1,42.0,debit,false
-1268721849782002147,IL,60076,ho4,-8883298887570819271,,0,false,false,1,25,1,0,29.0,debit,false
-5186112470718776548,IL,60657,ho4,-8850295086520993351,,0,true,true,1,15,1,0,23.0,credit,false
244416196635474357,IL,60625,ho4,-8970587658657996008,,0,true,false,1,15,1,0,32.0,debit,false
-331547291433660538,IL,60067,ho4,-9143610108844988473,,0,true,false,1,30,2,0,35.0,debit,false
-8784815851545700535,IL,60614,ho4,-8922856857534633500,,0,true,false,1,15,1,0,23.0,debit,false
7213808905058557504,IL,62269,ho4,-9062604746765091955,,0,false,false,0,30,4,0,25.0,debit,false
-4182244586905382973,IL,60615,ho4,-9085228850634726858,,0,true,true,1,2,1,1,24.0,debit,false
-3652100511929049618,IL,61525,ho4,-9062149160105143337,,0,true,false,0,30,2,1,53.0,debit,false
-5390784015166146603,IL,60008,ho4,-8827160014506147992,,0,false,false,1,30,3,1,28.0,credit,false
2288867411300753004,IL,60438,ho4,-8957230207070599398,,0,true,true,1,15,4,0,31.0,debit,false
-5740699598016666239,IL,60044,ho4,-9015161932337358904,,0,true,false,1,30,4,2,38.0,debit,false
6191594202898402159,IL,60612,ho4,-9178621082107547728,,0,true,false,0,10,1,0,45.0,debit,false
6185770306535938720,IL,60613,ho4,-8922146511590438093,,0,true,false,0,15,1,2,27.0,debit,false
-1555879527046407532,IL,60126,ho4,-9117312615070483128,,0,true,false,1,25,2,0,48.0,debit,false
-3829633158997329168,IL,60649,ho4,-9040966694954693812,,0,false,false,1,0,1,0,27.0,debit,true
2187791749979748883,IL,60643,ho4,-8873782562699382169,,0,true,false,0,10,1,0,35.0,prepaid,false
-4214997349536420878,IL,60403,ho4,-8985397909631537600,,0,true,false,1,30,4,0,21.0,credit,false
2104364991036242187,IL,60647,ho4,-9061862453927700622,,0,true,false,1,15,1,0,24.0,credit,false
4372609974798372654,IL,60126,ho4,-9117312615070483128,,0,true,false,1,25,2,1,49.0,debit,false
-3861989108421675304,IL,60622,ho4,-8973755724930123046,,0,true,false,1,10,1,1,27.0,debit,true
-3618958648400878144,IL,60613,ho4,-9092734498202595412,,0,true,false,1,15,1,1,20.0,debit,false
5943939482441398448,IL,60544,ho4,-9182085305054816086,,0,false,true,1,30,3,0,42.0,prepaid,false
2941406380409474255,IL,60611,ho4,-8803401390334454092,,0,false,false,1,10,1,0,25.0,debit,false
4821753143719836100,IL,60050,ho4,-8835002777064548277,,0,false,false,0,30,4,0,48.0,debit,false
6110054731913833231,IL,60449,ho4,-8896377371159062115,,0,true,false,1,30,5,0,27.0,debit,false
-8009289483054734577,IL,60651,ho4,-8863877299342118817,,0,true,false,1,15,1,0,25.0,debit,false
-4645215614941887712,IL,60660,ho4,-8809921274530834875,,0,true,false,1,15,1,0,20.0,credit,false
6740130824591214871,IL,60611,ho4,-8885416454735129980,,0,false,false,1,10,1,0,23.0,debit,false
4305682042789736555,IL,60616,ho4,-9111491898359370134,,0,true,false,0,5,1,0,28.0,credit,false
5491208959362723301,IL,62704,ho4,-9219629772535523897,,0,true,false,1,30,3,0,21.0,debit,false
825352173560736982,IL,60647,ho4,-8805491223748999340,,0,false,false,1,15,1,0,30.0,debit,false
-4366870370335887229,IL,60647,ho4,-8992918299088147271,,0,true,false,1,15,1,0,26.0,credit,false
-1180897521556002979,IL,60025,ho4,-8947662595655161511,,0,true,false,1,25,3,0,40.0,prepaid,false
4707793649483855827,IL,60610,ho4,-8937923018188294334,,0,true,false,1,10,1,0,24.0,credit,false
-6279124569169793943,IL,60615,ho4,-8970814091663993186,,0,false,false,1,2,1,0,24.0,credit,false
-1035484283273058631,IL,60202,ho4,-9120425829966748471,,0,true,false,1,20,2,0,28.0,credit,false
579874250803491394,IL,60615,ho4,-9076332385842740411,,0,false,false,1,3,1,0,54.0,debit,false
3320233995053301625,IL,60030,ho4,-9006531913100440358,,0,true,true,0,30,3,0,28.0,,false
-7566472344707321665,IL,60468,ho4,-9222762979406693273,,0,true,false,1,30,4,0,40.0,debit,false
-3796115891435650697,IL,60660,ho4,-9221720373921212598,,0,false,false,1,20,1,0,31.0,debit,false
-2857058115116820289,IL,60193,ho4,-9195343642702577187,,0,false,false,1,30,2,1,29.0,debit,false
-3022426058101105338,IL,60657,ho4,-9177037231793242616,,0,false,false,1,15,1,0,23.0,credit,false
3834408772284112238,IL,60614,ho4,-8803822891684505391,,0,true,false,1,10,1,0,25.0,credit,false
427434052659120499,IL,60563,ho4,-8881836233857404713,,0,true,true,0,30,1,0,32.0,credit,false
-4217854707682899152,IL,60202,ho4,-8937356201725655106,,0,false,false,0,20,2,1,36.0,credit,false
2212805377466888790,IL,60626,ho4,-8884160031882461181,,0,true,false,1,20,1,0,48.0,debit,false
9131294961476609961,IL,60110,ho4,-9074205620233654167,,0,false,false,1,30,3,0,49.0,credit,false
-556944939405789718,IL,60642,ho4,-9143344339811519396,,0,true,false,1,10,1,0,31.0,credit,false
4383328928056043986,IL,60504,ho4,-9028561841877856122,,0,true,false,0,30,2,0,28.0,debit,false
-7799050860894962834,IL,60660,ho4,-9139338291031853115,,0,true,false,1,15,1,0,31.0,debit,false
1763850324832043065,IL,60615,ho4,-8828821548700818045,,0,false,false,1,1,1,0,24.0,credit,false
7624020634356270272,IL,60056,ho4,-9094260697262908088,,0,true,false,1,30,2,0,41.0,credit,false
1271601111387542985,IL,60607,ho4,-8864015515883431286,,0,true,false,1,10,1,0,25.0,credit,false
1851391379800484853,IL,60626,ho4,-8939110955375501600,,0,true,false,1,20,1,1,32.0,debit,false
3756363670473563924,IL,60608,ho4,-8916388123067743854,,0,false,false,1,10,1,0,19.0,debit,false
8840128596387554904,IL,60103,ho4,-8975272807537211807,,0,false,false,1,30,4,0,25.0,debit,false
-4003729622239895300,IL,60564,ho4,-8909291559587118389,,0,true,false,1,30,2,0,44.0,credit,false
-1308148720674828207,IL,60064,ho4,-9005776616202203797,,0,true,false,1,30,4,0,22.0,debit,false
8121263417740399718,IL,60618,ho4,-9159681033740996793,,0,true,false,1,15,1,0,27.0,credit,false
-8638095146359528021,IL,60657,ho4,-8873339138787243359,,0,true,true,1,15,1,0,22.0,credit,false
5956168109350742513,IL,60647,ho4,-9047427453073481594,,0,true,false,1,15,1,0,28.0,credit,false
-8533185667068371543,IL,61704,ho4,-9214846461210241708,,0,false,false,1,30,2,0,24.0,debit,false
699510577465126148,IL,60622,ho4,-9203841057021133113,,0,false,false,1,10,1,0,41.0,debit,false
1881239558599820166,IL,60640,ho4,-8911674640093635743,,0,false,false,1,15,1,0,30.0,credit,false
-2159311377257505468,IL,60647,ho4,-8938179797588861671,,0,false,false,1,15,1,1,25.0,credit,false
-125548328329583553,IL,60647,ho4,-9168722029678282522,,0,true,false,0,15,1,0,28.0,debit,false
-6311977401857154739,IL,60559,ho4,-9030736404161909919,,0,true,false,0,25,1,0,25.0,debit,false
3767347177613471416,IL,60660,ho4,-9162420694056103479,,0,false,false,1,15,1,0,27.0,debit,false
-362888723499749263,IL,60615,ho4,-8923911125335410226,,0,false,false,1,2,1,0,19.0,credit,false
-6045197788375652122,IL,60625,ho4,-8807896392298997143,,0,true,false,1,15,1,0,21.0,debit,false
7032525982096602287,IL,60645,ho4,-9016995084943598650,,0,true,false,1,20,1,0,24.0,debit,false
-5226296050988332674,IL,60657,ho4,-8800013911132402774,,0,true,false,1,15,1,0,28.0,debit,false
-2995719316436484943,IL,60657,ho4,-9040475408021102341,,0,true,false,1,15,1,1,25.0,debit,false
6916330505801300931,IL,60626,ho4,-8892400359137809921,,0,true,false,1,20,1,0,23.0,debit,false
-2694102467021616862,IL,60614,ho4,-9069342145800965271,,0,true,false,1,10,1,0,22.0,credit,false
5379222816542826764,IL,62951,ho4,-9194325142050577789,,0,true,false,1,30,4,0,48.0,debit,false
-9064592314964904444,IL,60622,ho4,-9169070169624053522,,0,false,false,1,10,1,0,25.0,credit,false
-2257801421161291720,IL,60657,ho4,-9179243711541989330,,0,true,false,1,15,1,0,22.0,debit,false
2182819012557104243,IL,60605,ho4,-8834223348316820421,,0,true,false,0,10,1,1,25.0,credit,false
-4363328146979834441,IL,60201,ho4,-9151704868066094348,,0,true,true,1,20,2,1,31.0,credit,false
1962348826210293144,IL,60056,ho4,-8810409773784395769,,0,true,false,0,30,2,0,37.0,debit,false
-3329215978887390211,IL,60615,ho4,-8879712502433035762,,0,true,false,1,2,1,0,25.0,debit,false
-3281986284195904399,IL,60605,ho4,-8997382980116183732,,0,false,false,1,10,1,0,24.0,credit,false
8696932940267064938,IL,60647,ho4,-8818913462722698320,,0,true,false,1,15,1,1,32.0,credit,false
-8348161549771318657,IL,60640,ho4,-9173178187481157790,,0,true,false,1,15,1,0,38.0,credit,false
5500954530453267717,IL,60005,ho4,-8947379624536120829,,0,true,false,1,30,1,0,24.0,credit,false
-2979835570494829131,IL,61614,ho4,-8988015990020095951,,0,true,false,1,30,2,0,26.0,debit,false
-2457319242252224529,IL,60616,ho4,-9039216238007607333,,0,true,true,0,5,1,1,22.0,debit,false
5000316610599411465,IL,60657,ho4,-8894912168661952546,,0,true,true,,15,1,0,34.0,debit,true
-4203189263002234586,IL,60202,ho4,-8937356201725655106,,0,true,false,0,20,2,0,36.0,credit,false
2930400381145366862,IL,60654,ho4,-9117467578163673750,,0,true,false,1,10,1,0,29.0,credit,false
-6390631180819291657,IL,60621,ho4,-9043112967701696109,,0,true,false,1,4,1,0,24.0,debit,false
-1076098518207110341,IL,60654,ho4,-9173985336543125455,,0,true,false,1,10,1,1,30.0,debit,false
-640115908567510677,IL,60090,ho4,-9019456143419403771,,0,true,false,1,30,3,1,34.0,credit,false
7982573271885657429,IL,60614,ho4,-9069342145800965271,,0,true,false,1,15,1,2,23.0,credit,false
-1004144328264319716,IL,60617,ho4,-8966730647795350296,,0,false,true,1,4,1,0,45.0,prepaid,false
-2058139718620350259,IL,60614,ho4,-8865569958016424056,,0,true,false,1,10,1,0,27.0,credit,false
-5228128710584249444,IL,60532,ho4,-8830245487729856133,,0,true,false,1,30,1,0,26.0,debit,false
-6501758137671117613,IL,60613,ho4,-9083768447175957919,,0,true,false,0,15,1,1,30.0,credit,false
4291241986477375773,IL,60608,ho4,-9066384836506678748,,0,true,true,1,10,1,0,28.0,debit,false
5422850860978399393,IL,60201,ho4,-8975845455831916710,,0,true,false,1,20,2,0,22.0,credit,false
-6814075520546685558,IL,60605,ho4,-8973755724930123046,,0,true,false,1,10,1,0,26.0,debit,false
-4123537936955357325,IL,60601,ho4,-8807399183346679627,,0,true,false,1,10,1,0,26.0,credit,false
-5506439174499735301,IL,60607,ho4,-9040966694954693812,,0,true,false,1,10,1,2,28.0,debit,false
2513919574032799082,IL,60647,ho4,-9178535038492858096,,0,false,false,1,15,1,0,38.0,credit,false
3243660179409869488,IL,60516,ho4,-9153416427667669725,,0,true,false,1,25,1,0,56.0,debit,false
5009620086685912706,IL,60090,ho4,-9019456143419403771,,0,true,false,1,30,3,0,33.0,credit,false
8315484974807694629,IL,60625,ho4,-8805823791686722549,,0,false,false,1,15,1,1,35.0,debit,false
5819576558024947213,IL,60506,ho4,-8932666333087924657,,0,true,false,1,30,2,0,39.0,debit,false
-6035021122169324348,IL,60610,ho4,-9149415028891325693,,0,false,false,0,10,1,1,25.0,credit,false
2250901969715061801,IL,60657,ho4,-9063885659458877318,,0,true,false,1,15,1,1,27.0,debit,false
1631847974332013750,IL,60615,ho4,-9076332385842740411,,0,false,false,1,3,1,1,55.0,debit,false
-1109644351156532356,IL,60004,ho4,-9123921512337813193,,0,true,false,0,30,1,1,35.0,credit,false
-3344076724121438102,IL,60649,ho4,-8928990590427364842,,0,true,false,1,0,1,0,39.0,prepaid,false
-5416906213720628312,IL,60067,ho4,-9123119514428441754,,0,true,false,1,30,2,0,25.0,debit,false
-6564953722242845313,IL,60622,ho4,-9176884793218784151,,0,false,false,0,10,1,0,32.0,debit,false
-5518735767520042902,IL,60614,ho4,-9121415428414229877,,0,true,false,1,15,1,0,22.0,debit,false
5275240726498118122,IL,60657,ho4,-9040475408021102341,,0,true,false,1,15,1,0,24.0,debit,true
-5017430998664732858,IL,60614,ho4,-9063885659458877318,,0,true,true,1,15,1,0,26.0,debit,false
-6559037858823973064,IL,60613,ho4,-9198538301752236066,,0,true,false,1,15,1,0,29.0,debit,false
3367483158439479723,IL,60139,ho4,-9131315574422429641,,0,false,false,0,30,2,0,30.0,debit,false
-61185611569813686,IL,60626,ho4,-9064654835514181305,,0,true,false,1,20,1,0,43.0,debit,false
-8809050342639044010,IL,60074,ho4,-8938181903810202280,,0,false,false,0,30,2,0,22.0,prepaid,false
1419474787683526095,IL,60613,ho4,-8834689451064450971,,0,true,false,1,15,1,0,25.0,credit,false
-600667500863479367,IL,60647,ho4,-8930761660415268977,,0,false,false,,15,1,0,31.0,debit,false
1237567205132984220,IL,62704,ho4,-8883503887023463756,,0,true,true,1,30,3,0,21.0,credit,false
-8022493473107478865,IL,60645,ho4,-9016995084943598650,,0,true,false,1,20,1,1,25.0,debit,false
5745014895074646982,IL,62839,ho4,-9002792216903583191,,0,true,false,0,30,5,0,25.0,prepaid,false
-3052091972753699472,IL,60614,ho4,-9098403287247920800,,0,true,true,1,10,1,0,30.0,credit,false
5903688780844897605,IL,60639,ho4,-8862358567006009390,,0,true,false,1,15,1,0,31.0,debit,false
8088803705310706829,IL,60625,ho4,-9125904958289886706,,0,true,false,0,15,1,0,29.0,credit,false
-5835534249925013019,IL,60438,ho4,-9044325000296654955,,0,true,false,1,15,4,0,24.0,debit,false
7355279232050792740,IL,60637,ho4,-9178989903029087107,,0,true,false,1,1,1,0,32.0,credit,false
-4209055065505859100,IL,60201,ho4,-8819254643226306959,,0,true,false,0,20,2,0,27.0,credit,false
2632845916049918964,IL,60657,ho4,-8831587493142603203,,0,true,false,1,15,1,0,26.0,credit,false
796935115841600592,IL,60085,ho4,-9034132607241894488,,0,true,false,0,30,3,0,28.0,credit,false
-307661265214628392,IL,61602,ho4,-9134456118642688931,,0,true,false,0,30,2,1,18.0,debit,false
1565853107672277036,IL,60613,ho4,-8935184874554950194,,0,false,false,1,15,1,0,27.0,debit,false
-8806863458597694967,IL,60640,ho4,-9212729085718189688,,0,false,false,1,15,1,0,25.0,debit,false
-8585365801510783516,IL,60615,ho4,-9107406369885300473,,0,true,false,1,1,1,0,24.0,credit,false
-2048966633072096172,IL,60626,ho4,-8952359324655637458,,0,true,false,1,20,1,0,28.0,debit,true
-746834410056255435,IL,60610,ho4,-9092564745623618765,,0,false,false,0,10,1,0,27.0,credit,false
-4684543228330489757,IL,60613,ho4,-8963067395127338341,,0,true,false,1,15,1,0,28.0,credit,false
